FONTE_STN_COD;ANO;MES_COD;UO_COD;FONTE_COD;RECEITA_COD
501;2023;1;9999;60;1611010124000
501;2023;1;9999;60;1611010127000
501;2023;1;9999;60;1611010199001
501;2023;1;9999;60;1611020101000
501;2023;1;9999;60;1611030104000
501;2023;1;9999;60;1911010105000
501;2023;1;9999;60;1911010106000
501;2023;1;9999;60;1911010111000
501;2023;1;9999;60;1911090199000
501;2023;1;9999;60;1921990199000
501;2023;1;9999;60;1922063199000
501;2023;1;9999;60;1922990199000
501;2023;1;9999;60;1923990101000
501;2023;1;9999;60;1999992199000
501;2023;2;1051;60;1611010199001
501;2023;2;1091;60;1321010101000
501;2023;2;1441;60;1321010101000
501;2023;2;1441;60;1922990199000
501;2023;2;2011;60;1611020101000
501;2023;2;2121;60;2213010101000
501;2023;2;2241;60;1321010101000
501;2023;2;2261;60;1611040199000
501;2023;2;2311;60;1311011101000
501;2023;2;2311;60;1922990199000
501;2023;2;2321;60;1351010101000
501;2023;2;2321;60;1631500201000
501;2023;2;2321;60;1631530201000
501;2023;2;2321;60;1631990202000
501;2023;2;2321;60;1631990204000
501;2023;2;2321;60;1911090199000
501;2023;2;2321;60;1911090299000
501;2023;2;2321;60;7631990204000
501;2023;2;4031;60;1911010308001
501;2023;2;9999;15;1361011101000
501;2023;2;9999;15;1911010109000
502;2023;2;9999;19;1719620101000
540;2023;1;1261;23;1321010101000
540;2023;1;1261;23;1751500101000
540;2023;1;1261;23;1751500103001
540;2023;1;1261;23;1751500104001
540;2023;1;1261;23;1751500105001
540;2023;1;1261;23;1751500106001
540;2023;1;1261;23;1751500107001
540;2023;1;1261;23;1751500108001
540;2023;1;1261;23;1922510101000
540;2023;1;1261;23;1922990199000
540;2023;1;9999;13;1321010101000
540;2023;1;9999;13;1922510101000
540;2023;1;9999;13;1922990199000
540;2023;1;9999;23;1321010101000
540;2023;1;9999;23;1751500101000
540;2023;1;9999;23;1751500102001
540;2023;1;9999;23;1751500103001
540;2023;1;9999;23;1751500103002
540;2023;1;9999;23;1751500103003
540;2023;1;9999;23;1751500104001
540;2023;1;9999;23;1751500105001
540;2023;1;9999;23;1751500106001
540;2023;1;9999;23;1751500107001
540;2023;1;9999;23;1751500107002
540;2023;1;9999;23;1751500107003
540;2023;1;9999;23;1751500108001
540;2023;1;9999;23;1751500108002
540;2023;1;9999;23;1751500108003
540;2023;1;9999;23;1922510101000
540;2023;1;9999;23;1922990199000
540;2023;2;1261;13;1922510101000
540;2023;2;1261;23;1751500109001
540;2023;2;9999;23;1751500109001
550;2023;1;1261;21;1321010101000
550;2023;1;9999;21;1321010101000
550;2023;1;9999;21;1714500101000
550;2023;1;9999;21;1922990104000
550;2023;2;1261;21;1714500101000
550;2023;2;1261;21;1922990104000
551;2023;1;9999;36;1714510101000
552;2023;1;1261;36;1321010101000
552;2023;1;9999;36;1714520101000
552;2023;1;9999;36;1922990102000
552;2023;2;1261;3;1321010101000
552;2023;2;1261;36;1714520101000
553;2023;1;9999;36;1714530101000
553;2023;1;9999;36;1922990103000
569;2023;1;2281;36;1321010101000
569;2023;1;2281;36;1714990102000
569;2023;1;2311;36;1321010101000
569;2023;1;9999;3;1321010101000
569;2023;1;9999;3;1714990199000
569;2023;1;9999;3;1922990199000
569;2023;1;9999;3;2412509103000
569;2023;1;9999;4;1321010101000
569;2023;1;9999;4;1714990199000
569;2023;1;9999;4;1922990199000
569;2023;1;9999;4;2412509103000
569;2023;1;9999;36;1321010101000
569;2023;1;9999;36;1714990102000
569;2023;1;9999;36;1714990104000
569;2023;1;9999;36;1714990106000
569;2023;1;9999;36;1714990199000
569;2023;1;9999;36;1922990105000
569;2023;1;9999;36;1922990106000
569;2023;1;9999;36;1922990107000
569;2023;1;9999;36;1922990199000
569;2023;1;9999;36;2412509102000
569;2023;1;9999;36;2412509103000
569;2023;2;1261;3;2412509103000
569;2023;2;2421;36;1321010101000
570;2023;1;1261;24;1321010101000
570;2023;1;2311;1;1321010101000
570;2023;1;2311;1;1717990111002
570;2023;1;2311;1;1922990199000
570;2023;1;2311;1;2414500101000
570;2023;1;2311;24;1321010101000
570;2023;1;2311;24;1717510104000
570;2023;1;2311;24;1717990106004
570;2023;1;2311;24;2412509103000
570;2023;1;2311;24;2414990108003
570;2023;1;2351;1;1321010101000
570;2023;1;2351;1;1717510101000
570;2023;1;2351;1;1922990199000
570;2023;1;2351;1;2412509103000
570;2023;1;2351;24;1321010101000
570;2023;1;2351;24;1717510104000
572;2023;1;1261;70;1321010101000
572;2023;1;2311;70;1321010101000
572;2023;1;2311;70;1732500101000
572;2023;1;2311;70;2432500101000
600;2023;1;4291;37;1321010101000
600;2023;1;4291;37;1922990199000
600;2023;1;4291;62;1321010101000
600;2023;1;4291;62;1713509101001
600;2023;1;4291;63;1321010101000
600;2023;1;4291;63;1713509101001
600;2023;1;4291;92;1321010101000
600;2023;1;4291;92;1713501104000
600;2023;1;4291;92;1713502101000
600;2023;1;4291;92;1713503101000
600;2023;1;4291;92;1713503102000
600;2023;1;4291;92;1713503103000
600;2023;1;4291;92;1713504101000
600;2023;1;4291;92;1713504102000
600;2023;1;4291;92;1713505101000
600;2023;1;4291;92;1713509101001
600;2023;1;4291;92;1922990199000
600;2023;2;4291;62;1713502101000
600;2023;2;4291;63;1713502101000
601;2023;1;4291;64;1321010101000
601;2023;1;4291;64;2411511103000
601;2023;1;4291;64;2411512102000
601;2023;1;4291;93;1321010101000
601;2023;1;4291;93;2411514101000
631;2023;1;2261;24;1321010101000
631;2023;1;2261;24;1717990111001
631;2023;1;2261;24;2414500101000
631;2023;1;2261;24;2414990113001
631;2023;1;2271;1;1321010101000
631;2023;1;2271;1;1922990199000
631;2023;1;2271;1;2414500101000
631;2023;1;2271;24;1321010101000
631;2023;1;2271;24;2414500101000
631;2023;1;2321;24;1321010101000
631;2023;1;2321;24;1717500101000
631;2023;1;2321;24;2414500101000
631;2023;1;4291;1;1321010101000
631;2023;1;4291;1;1717500101000
631;2023;1;4291;1;1922990199000
633;2023;1;2271;70;1321010101000
633;2023;1;2271;70;1732500101000
633;2023;1;2271;70;2432500101000
636;2023;1;2271;68;1321010101000
636;2023;1;2271;68;1741500199000
659;2023;1;2271;45;1321010101000
660;2023;1;4251;5;1321010101000
660;2023;1;4251;5;1922990199000
660;2023;1;4251;5;2413500101000
660;2023;1;4251;6;1321010101000
660;2023;1;4251;6;1922990199000
660;2023;1;4251;6;2413500102000
660;2023;1;4251;56;1321010101000
660;2023;1;4251;56;1716500199000
660;2023;1;4251;56;1922990199000
700;2023;1;1221;1;1321010101000
700;2023;1;1221;24;1321010101000
700;2023;1;1301;24;1321010101000
700;2023;1;1301;73;1321010101000
700;2023;1;1301;73;1717990115002
700;2023;1;1451;24;2414990120011
700;2023;1;1481;24;1321010101000
700;2023;1;2061;24;1321010101000
700;2023;1;2061;24;1717990111005
700;2023;1;2061;24;2414990115002
700;2023;1;2071;24;1321010101000
700;2023;1;2071;24;1717990106002
700;2023;1;2071;24;1717990106003
700;2023;1;2071;24;1922011101000
700;2023;1;2071;24;2414990108002
700;2023;1;2091;24;1321010101000
700;2023;1;2101;24;1321010101000
700;2023;1;2101;24;1717990111001
700;2023;1;2161;1;1321010101000
700;2023;1;2161;1;1717990105002
700;2023;1;2161;1;1717990116003
700;2023;1;2161;1;1922990199000
700;2023;1;2161;1;2414990107001
700;2023;1;2201;1;1321010101000
700;2023;1;2201;1;1717990109002
700;2023;1;2201;1;1922990199000
700;2023;1;2201;1;2414990111004
700;2023;1;2201;24;1321010101000
700;2023;1;2201;24;1717990109002
700;2023;1;2201;24;1717990111001
700;2023;1;2241;24;1321010101000
700;2023;1;2241;24;1717990116003
700;2023;1;2241;73;1321010101000
700;2023;1;2241;73;1717990116002
700;2023;1;2301;24;1321010101000
700;2023;1;2301;24;2414540103000
700;2023;1;2331;73;1321010101000
700;2023;1;2331;73;1717990106001
700;2023;1;2331;73;1922990199000
700;2023;1;2331;73;2414990108001
700;2023;1;2371;1;1321010101000
700;2023;1;2371;1;1717990105002
700;2023;1;2371;1;1922990199000
700;2023;1;2371;24;1321010101000
700;2023;1;2371;24;1717990105002
700;2023;1;2371;24;2414990107001
700;2023;1;2421;1;1321010101000
700;2023;1;2421;1;1717540101000
700;2023;1;2421;1;1922990199000
700;2023;1;2421;1;2414520104000
700;2023;1;2421;1;2414990107001
700;2023;1;2421;1;2414990107002
700;2023;1;2421;24;1321010101000
700;2023;1;2421;24;1717990105003
700;2023;1;2421;24;1717990105004
700;2023;1;2421;24;1717990105005
700;2023;1;2421;24;2414520104000
700;2023;1;2421;24;2414990107004
700;2023;1;3041;1;1321010101000
700;2023;1;3041;1;1717990105002
700;2023;1;3041;1;1717990105004
700;2023;1;3041;1;1922990199000
700;2023;1;3041;1;2414990107001
700;2023;1;3041;2;1321010101000
700;2023;1;3041;2;1717990105002
700;2023;1;3041;2;1922990199000
700;2023;1;3041;24;1321010101000
700;2023;1;3041;24;1717990105002
700;2023;1;3041;24;2414990107001
700;2023;1;3051;1;1321010101000
700;2023;1;3051;1;1922990199000
700;2023;1;3051;1;2414990107001
700;2023;1;3051;24;1321010101000
700;2023;1;3051;24;1717990105005
700;2023;1;3051;24;1717990105006
700;2023;1;3051;24;2414990107001
700;2023;1;3051;24;2414990107002
700;2023;1;4031;24;1321010101000
700;2023;1;4031;24;1717990102001
700;2023;1;9999;1;1321010101000
700;2023;1;9999;1;1717990111003
700;2023;1;9999;1;1717990111004
700;2023;1;9999;1;1717990120005
700;2023;1;9999;1;1922990199000
700;2023;1;9999;1;2414990107002
700;2023;1;9999;1;2414990111002
700;2023;1;9999;1;2414990113001
700;2023;1;9999;1;2414990115002
700;2023;1;9999;1;2414990120004
700;2023;1;9999;1;2414990120011
700;2023;1;9999;1;2419990113001
700;2023;1;9999;2;1321010101000
700;2023;1;9999;2;1922990199000
700;2023;1;9999;2;2414990120004
700;2023;1;9999;24;1321010101000
700;2023;1;9999;24;1717510102000
700;2023;1;9999;24;1717540101000
700;2023;1;9999;24;1717990105002
700;2023;1;9999;24;1717990111001
700;2023;1;9999;24;1717990111002
700;2023;1;9999;24;1717990111004
700;2023;1;9999;24;1717990120001
700;2023;1;9999;24;1717990120002
700;2023;1;9999;24;1717990120006
700;2023;1;9999;24;1717990120012
700;2023;1;9999;24;1922990199000
700;2023;1;9999;24;2414520102000
700;2023;1;9999;24;2414520104000
700;2023;1;9999;24;2414540102000
700;2023;1;9999;24;2414540103000
700;2023;1;9999;24;2414540104000
700;2023;1;9999;24;2414540105000
700;2023;1;9999;24;2414990107001
700;2023;1;9999;24;2414990111003
700;2023;1;9999;24;2414990113001
700;2023;1;9999;24;2414990113003
700;2023;1;9999;24;2414990120001
700;2023;1;9999;24;2414990120003
700;2023;1;9999;24;2414990120004
700;2023;1;9999;24;2414990120005
700;2023;1;9999;24;2414990120007
700;2023;1;9999;24;2414990120011
700;2023;1;9999;24;2414990120012
700;2023;1;9999;24;2414990120013
700;2023;1;9999;24;2419990118001
700;2023;1;9999;57;1321010101000
700;2023;1;9999;57;1719550101000
700;2023;1;9999;73;1321010101000
700;2023;1;9999;73;1717990115002
700;2023;1;9999;73;1717990120003
700;2023;1;9999;73;2414990120002
700;2023;2;1071;57;1321010101000
700;2023;2;1071;57;1719550101000
700;2023;2;1231;24;1321010101000
700;2023;2;1451;1;1321010101000
700;2023;2;1451;24;1321010101000
700;2023;2;1511;1;1321010101000
700;2023;2;1511;2;1321010101000
700;2023;2;1511;24;1321010101000
701;2023;1;9999;66;1321010101000
701;2023;1;9999;66;1724990123002
701;2023;1;9999;66;1724990123004
701;2023;1;9999;66;2422990120001
701;2023;1;9999;66;2422990120004
701;2023;1;9999;69;1321010101000
701;2023;1;9999;69;1724990123001
701;2023;1;9999;69;1724990123003
701;2023;1;9999;69;1724990123006
701;2023;1;9999;69;2422540103000
701;2023;1;9999;69;2422990120002
701;2023;1;9999;69;2422990120003
701;2023;1;9999;69;2422990120006
701;2023;2;1401;66;1321010101000
701;2023;2;2071;69;1321010101000
701;2023;2;2071;69;1922011101000
702;2023;1;1301;70;1321010101000
702;2023;1;2101;70;1321010101000
702;2023;1;2301;70;1321010101000
702;2023;1;2301;70;2432990117001
702;2023;1;3041;67;1321010101000
702;2023;1;3041;67;1732990108001
702;2023;1;3051;70;1321010101000
702;2023;1;3051;70;1732990108001
702;2023;1;3051;70;2432990107001
702;2023;1;4031;70;1321010101000
702;2023;1;4031;70;1732990105001
702;2023;1;9999;70;1321010101000
702;2023;1;9999;70;1732990123001
702;2023;1;9999;70;2432990122001
702;2023;1;9999;70;2432990124001
702;2023;2;1251;70;2432990122001
702;2023;2;1401;70;1321010101000
702;2023;2;1401;70;1732990123001
702;2023;2;1511;70;1321010101000
702;2023;2;1511;70;2432990122001
703;2023;1;1301;74;1321010101000
703;2023;1;2071;68;1321010101000
703;2023;1;2071;68;1741990109002
703;2023;1;2071;68;1922011101000
703;2023;1;2071;68;2441990109001
703;2023;1;2101;74;1321010101000
703;2023;1;9999;68;1321010101000
703;2023;1;9999;68;1741990123004
703;2023;1;9999;68;1741990123005
703;2023;1;9999;68;2432990122004
703;2023;1;9999;68;2441990123006
703;2023;1;9999;68;2441990123007
703;2023;1;9999;68;2441990123999
703;2023;1;9999;74;1321010101000
703;2023;1;9999;74;2441990107002
703;2023;1;9999;74;2441990115001
703;2023;2;1191;74;1321010101000
703;2023;2;1191;74;2441990107001
703;2023;2;1511;74;1321010101000
703;2023;2;9999;74;2441990107001
704;2023;1;9999;33;1712521101000
706;2023;1;9999;97;1321010101000
